transcript	l_tr	l_utr5	l_cds	l_utr3
YCR036W_mRNA	1137	52	999	86
YCR037C_mRNA	2913	44	2769	100
YCR038C_mRNA	2199	97	1926	176
YCR038W-A_mRNA	396	97	123	176
YCR039C_mRNA	903	97	630	176
YCR040W_mRNA	798	97	525	176
YCR041W_mRNA	603	97	330	176
YCR042C_mRNA	4494	97	4221	176
YCR043C_mRNA	654	97	381	176
YCR044C_mRNA	1195	41	1071	83
YCR045C_mRNA	1746	97	1473	176
YCR045W-A_mRNA	621	97	348	176
YCR046C_mRNA	652	38	507	107
YCR047C_mRNA	1078	104	825	149
YCR047W-A_mRNA	477	97	204	176
YCR048W_mRNA	2103	97	1830	176
YCR049C_mRNA	717	97	444	176
YCR050C_mRNA	579	97	306	176
YCR051W_mRNA	838	18	666	154
YCR052W_mRNA	1695	33	1449	213
YCR053W_mRNA	1729	98	1542	89
YCR054C_mRNA	1962	97	1689	176
YCR057C_mRNA	3042	97	2769	176
YCR059C_mRNA	1047	97	774	176
YCR060W_mRNA	606	97	333	176
YCR061W_mRNA	2312	58	1893	361
YCR063W_mRNA	744	97	471	176
YCR064C_mRNA	681	97	408	176
YCR065W_mRNA	1965	97	1692	176
YCR066W_mRNA	1673	44	1461	168
YCR067C_mRNA	3393	119	3195	79
YCR068W_mRNA	1833	97	1560	176
YCR069W_mRNA	1238	160	954	124
YCR071C_mRNA	564	53	438	73
YCR072C_mRNA	1642	34	1545	63
YCR073C_mRNA	4266	97	3993	176
YCR073W-A_mRNA	1080	18	945	117
YCR075C_mRNA	1053	97	780	176
YCR075W-A_mRNA	352	28	225	99
YCR076C_mRNA	848	22	750	76
YCR077C_mRNA	2571	42	2388	141
YCR079W_mRNA	1519	64	1326	129
YCR081C-A_mRNA	507	97	234	176
YCR081W_mRNA	4554	97	4281	176
YCR082W_mRNA	581	41	384	156
YCR083W_mRNA	654	97	381	176
YCR084C_mRNA	2412	97	2139	176
YCR085W_mRNA	624	97	351	176
YCR086W_mRNA	716	90	570	56
YCR087C-A_mRNA	732	97	459	176
YCR087W_mRNA	786	97	513	176
YCR088W_mRNA	1939	46	1776	117
YCR089W_mRNA	5100	97	4827	176
YCR090C_mRNA	819	97	546	176
YCR091W_mRNA	2433	97	2160	176
YCR092C_mRNA	3327	97	3054	176
YCR093W_mRNA	6597	97	6324	176
YCR094W_mRNA	1507	63	1173	271
YCR095C_mRNA	1359	97	1086	176
YCR095W-A_mRNA	1706	140	156	1410
YCR096C_mRNA	630	97	357	176
YCR097W_mRNA	410	12	378	20
YCR097W-A_mRNA	537	97	264	176
YCR098C_mRNA	1827	97	1554	176
YCR099C_mRNA	738	97	465	176
YCR100C_mRNA	1221	97	948	176
YCR101C_mRNA	819	97	546	176
YCR102C_mRNA	1377	97	1104	176
YCR102W-A_mRNA	468	97	195	176
YCR104W_mRNA	645	97	372	176
YCR105W_mRNA	1356	97	1083	176
YCR106W_mRNA	2769	97	2496	176
YCR107W_mRNA	1362	97	1089	176
YCR108C_mRNA	462	97	189	176
YDL001W_mRNA	1463	68	1290	105
YDL002C_mRNA	882	97	609	176
YDL003W_mRNA	1920	112	1698	110
YDL004W_mRNA	812	54	480	278
YDL005C_mRNA	1566	97	1293	176
YDL006W_mRNA	1346	384	843	119
YDL007C-A_mRNA	528	97	255	176
YDL007W_mRNA	1431	33	1311	87
YDL008W_mRNA	649	30	495	124
YDL009C_mRNA	594	97	321	176
YDL010W_mRNA	998	44	693	261
YDL011C_mRNA	594	97	321	176
YDL012C_mRNA	519	24	321	174
YDL013W_mRNA	2079	135	1857	87
YDL014W_mRNA	1375	149	981	245
YDL015C_mRNA	1203	97	930	176
YDL016C_mRNA	573	97	300	176
YDL017W_mRNA	1794	97	1521	176
YDL018C_mRNA	937	73	675	189
YDL019C_mRNA	4155	213	3849	93
YDL020C_mRNA	1988	249	1593	146
YDL021W_mRNA	1206	97	933	176
YDL022C-A_mRNA	519	97	246	176
YDL022W_mRNA	1364	74	1173	117
YDL023C_mRNA	591	97	318	176
YDL024C_mRNA	1677	97	1404	176
YDL025C_mRNA	2277	196	1860	221
YDL025W-A_mRNA	375	97	102	176
YDL026W_mRNA	582	97	309	176
YDL027C_mRNA	1506	46	1260	200
YDL028C_mRNA	2565	97	2292	176
YDL029W_mRNA	1369	38	1173	158
YDL030W_mRNA	1763	79	1590	94
YDL031W_mRNA	3153	84	2985	84
YDL032W_mRNA	582	97	309	176
YDL033C_mRNA	1524	97	1251	176
YDL034W_mRNA	615	97	342	176
YDL035C_mRNA	3156	97	2883	176
YDL036C_mRNA	1659	97	1386	176
YDL037C_mRNA	1257	97	984	176
YDL039C_mRNA	2367	97	2094	176
YDL040C_mRNA	2713	62	2562	89
YDL041W_mRNA	624	97	351	176
YDL042C_mRNA	1877	68	1686	123
YDL043C_mRNA	941	47	798	96
YDL044C_mRNA	1433	34	1320	79
YDL045C_mRNA	1191	97	918	176
YDL045W-A_mRNA	474	54	285	135
YDL046W_mRNA	877	85	519	273
YDL047W_mRNA	1206	97	933	176
YDL048C_mRNA	1743	97	1470	176
YDL049C_mRNA	1077	97	804	176
YDL050C_mRNA	642	97	369	176
YDL051W_mRNA	1098	97	825	176
YDL052C_mRNA	1034	52	909	73
YDL053C_mRNA	940	198	555	187
YDL054C_mRNA	1731	97	1458	176
YDL055C_mRNA	1455	149	1083	223
YDL056W_mRNA	2772	97	2499	176
YDL057W_mRNA	1257	97	984	176
YDL058W_mRNA	5643	97	5370	176
YDL059C_mRNA	987	97	714	176
YDL060W_mRNA	2637	97	2364	176
YDL061C_mRNA	507	109	168	230
YDL062W_mRNA	696	97	423	176
YDL063C_mRNA	2133	97	1860	176
YDL064W_mRNA	689	54	471	164
YDL065C_mRNA	1177	41	1026	110
YDL066W_mRNA	1590	157	1284	149
YDL067C_mRNA	656	219	177	260
YDL068W_mRNA	600	97	327	176
YDL069C_mRNA	960	97	687	176
YDL070W_mRNA	2127	37	1914	176
YDL071C_mRNA	645	97	372	176
YDL072C_mRNA	750	63	609	78
YDL073W_mRNA	3225	97	2952	176
YDL074C_mRNA	2275	87	2100	88
YDL075W_mRNA	460	36	339	85
YDL076C_mRNA	1264	152	882	230
YDL077C_mRNA	3420	97	3147	176
YDL078C_mRNA	1258	72	1029	157
YDL079C_mRNA	1776	97	1503	176
YDL080C_mRNA	2100	97	1827	176
YDL081C_mRNA	523	94	318	111
YDL082W_mRNA	810	68	597	145
YDL083C_mRNA	631	69	429	133
YDL084W_mRNA	1634	184	1338	112
YDL085C-A_mRNA	437	65	204	168
YDL085W_mRNA	1908	97	1635	176
YDL086C-A_mRNA	705	97	432	176
YDL086W_mRNA	922	28	819	75
YDL087C_mRNA	1056	97	783	176
YDL088C_mRNA	1857	97	1584	176
YDL089W_mRNA	1725	97	1452	176
YDL090C_mRNA	1566	97	1293	176
YDL091C_mRNA	1538	94	1365	79
YDL092W_mRNA	610	23	438	149
YDL093W_mRNA	2529	29	2229	271
YDL094C_mRNA	780	97	507	176
YDL095W_mRNA	2629	80	2451	98
YDL096C_mRNA	597	97	324	176
YDL097C_mRNA	1425	45	1302	78
YDL098C_mRNA	855	97	582	176
YDL099W_mRNA	1182	68	1023	91
YDL100C_mRNA	1157	36	1062	59
YDL101C_mRNA	1725	55	1539	131
YDL102W_mRNA	3498	81	3291	126
YDL103C_mRNA	1683	73	1431	179
YDL104C_mRNA	1494	97	1221	176
YDL105W_mRNA	1479	97	1206	176
YDL106C_mRNA	1950	97	1677	176
YDL107W_mRNA	1326	97	1053	176
YDL108W_mRNA	1191	97	918	176
YDL109C_mRNA	2214	97	1941	176
YDL110C_mRNA	699	57	450	192
YDL111C_mRNA	1068	97	795	176
YDL112W_mRNA	4581	97	4308	176
YDL113C_mRNA	2082	63	1920	99
YDL114W_mRNA	1197	97	924	176
YDL114W-A_mRNA	384	97	111	176
YDL115C_mRNA	1332	97	1059	176
YDL116W_mRNA	2280	41	2178	61
YDL117W_mRNA	2928	97	2655	176
YDL118W_mRNA	651	97	378	176
YDL119C_mRNA	1194	97	921	176
YDL120W_mRNA	782	90	522	170
YDL121C_mRNA	612	35	447	130
YDL122W_mRNA	2752	241	2427	84
YDL123W_mRNA	856	35	420	401
YDL124W_mRNA	1105	94	936	75
YDL125C_mRNA	827	210	474	143
YDL126C_mRNA	2616	50	2505	61
YDL127W_mRNA	1197	97	924	176
YDL128W_mRNA	1497	88	1233	176
YDL129W_mRNA	1146	97	873	176
YDL130W_mRNA	575	112	318	145
YDL130W-A_mRNA	512	65	258	189
YDL131W_mRNA	1485	50	1320	115
YDL132W_mRNA	2718	97	2445	176
YDL133C-A_mRNA	445	131	75	239
YDL133W_mRNA	1570	149	1311	110
YDL134C_mRNA	1682	484	1107	91
YDL135C_mRNA	722	45	606	71
YDL136W_mRNA	564	65	360	139
YDL137W_mRNA	834	136	543	155
YDL138W_mRNA	2722	286	2289	147
YDL139C_mRNA	942	97	669	176
YDL140C_mRNA	5472	97	5199	176
YDL141W_mRNA	2575	239	2070	266
YDL142C_mRNA	1122	97	849	176
YDL143W_mRNA	1744	40	1584	120
YDL144C_mRNA	1208	38	1068	102
YDL145C_mRNA	3876	97	3603	176
YDL146W_mRNA	1791	191	1473	127
YDL147W_mRNA	1556	72	1335	149
YDL148C_mRNA	2703	97	2430	176
YDL149W_mRNA	3264	97	2991	176
YDL150W_mRNA	1539	97	1266	176
YDL151C_mRNA	852	97	579	176
YDL152W_mRNA	636	97	363	176
YDL153C_mRNA	1948	32	1830	86
YDL154W_mRNA	2976	97	2703	176
YDL155W_mRNA	1555	140	1281	134
YDL156W_mRNA	1839	97	1566	176
YDL157C_mRNA	677	35	354	288
YDL158C_mRNA	579	97	306	176
YDL159C-B_mRNA	447	97	174	176
YDL159W_mRNA	1721	46	1545	130
YDL159W-A_mRNA	402	97	129	176
YDL160C_mRNA	1791	97	1518	176
YDL160C-A_mRNA	513	97	240	176
YDL161W_mRNA	1489	16	1362	111
YDL162C_mRNA	627	97	354	176
YDL163W_mRNA	573	97	300	176
YDL164C_mRNA	2538	97	2265	176
YDL165W_mRNA	683	57	573	53
YDL166C_mRNA	864	97	591	176
YDL167C_mRNA	2405	56	2157	192
YDL168W_mRNA	1284	71	1158	55
YDL169C_mRNA	942	97	669	176
YDL170W_mRNA	1762	28	1584	150
YDL171C_mRNA	6708	97	6435	176
YDL172C_mRNA	750	97	477	176
YDL173W_mRNA	1158	97	885	176
YDL174C_mRNA	1884	28	1761	95
YDL175C_mRNA	1287	27	1032	228
YDL176W_mRNA	2397	97	2124	176
YDL177C_mRNA	655	52	510	93
YDL178W_mRNA	1705	36	1590	79
YDL179W_mRNA	1185	97	912	176
YDL180W_mRNA	1914	97	1641	176
YDL181W_mRNA	568	172	255	141
YDL182W_mRNA	1419	38	1284	97
YDL183C_mRNA	1233	97	960	176
YDL184C_mRNA	376	64	75	237
YDL185C-A_mRNA	498	97	225	176
YDL185W_mRNA	3490	108	3213	169
YDL186W_mRNA	1104	97	831	176
YDL187C_mRNA	600	97	327	176
YDL188C_mRNA	1355	182	1131	42
YDL189W_mRNA	1683	136	1371	176
YDL190C_mRNA	3156	97	2883	176
YDL191W_mRNA	606	56	360	190
YDL192W_mRNA	831	110	543	178
YDL193W_mRNA	1435	107	1125	203
YDL194W_mRNA	2925	97	2652	176
YDL195W_mRNA	4083	119	3819	145
YDL196W_mRNA	600	97	327	176
YDL197C_mRNA	1848	97	1575	176
YDL198C_mRNA	1156	117	900	139
YDL199C_mRNA	2334	97	2061	176
YDL200C_mRNA	837	97	564	176
YDL201W_mRNA	1017	68	858	91
YDL202W_mRNA	1020	97	747	176
YDL203C_mRNA	2142	97	1869	176
YDL204W_mRNA	1859	498	1179	182
YDL205C_mRNA	1401	184	981	236
YDL206W_mRNA	2559	97	2286	176
YDL207W_mRNA	1722	31	1614	77
YDL208W_mRNA	654	45	468	141
YDL209C_mRNA	1290	97	1017	176
YDL210W_mRNA	1986	97	1713	176
YDL211C_mRNA	1389	97	1116	176
YDL212W_mRNA	849	71	630	148
YDL213C_mRNA	1028	277	675	76
YDL214C_mRNA	2370	97	2097	176
YDL215C_mRNA	3549	97	3276	176
YDL216C_mRNA	1593	97	1320	176
YDL217C_mRNA	1204	172	621	411
YDL218W_mRNA	1224	97	951	176
YDL219W_mRNA	560	46	450	64
YDL220C_mRNA	3045	97	2772	176
YDL221W_mRNA	822	97	549	176
YDL222C_mRNA	1200	97	927	176
YDL223C_mRNA	3411	97	3138	176
YDL224C_mRNA	2450	364	1947	139
YDL225W_mRNA	1926	97	1653	176
YDL226C_mRNA	1281	31	1056	194
YDL227C_mRNA	2031	97	1758	176
YDL228C_mRNA	912	97	639	176
YDL229W_mRNA	2042	92	1839	111
YDL230W_mRNA	1122	53	1005	64
YDL231C_mRNA	3648	97	3375	176
YDL232W_mRNA	453	49	108	296
YDL233W_mRNA	1570	16	1374	180
YDL234C_mRNA	2511	97	2238	176
YDL235C_mRNA	729	114	501	114
YDL236W_mRNA	1188	67	936	185
YDL237W_mRNA	1441	32	1170	239
YDL238C_mRNA	1740	97	1467	176
YDL239C_mRNA	2643	97	2370	176
YDL240C-A_mRNA	408	97	135	176
YDL240W_mRNA	3324	97	3051	176
YDL241W_mRNA	699	78	369	252
YDL242W_mRNA	624	97	351	176
YDL243C_mRNA	1260	97	987	176
YDL244W_mRNA	1293	97	1020	176
YDL245C_mRNA	1974	97	1701	176
YDL246C_mRNA	1344	97	1071	176
YDL247W_mRNA	2100	97	1827	176
YDL247W-A_mRNA	345	97	72	176
YDL248W_mRNA	1422	97	1149	176
YDR001C_mRNA	2590	253	2253	84
YDR002W_mRNA	870	77	603	190
YDR003W_mRNA	734	37	630	67
YDR003W-A_mRNA	393	97	120	176
YDR004W_mRNA	1653	97	1380	176
YDR005C_mRNA	1493	143	1185	165
YDR006C_mRNA	2976	97	2703	176
YDR007W_mRNA	825	34	672	119
YDR008C_mRNA	621	97	348	176
YDR009W_mRNA	2332	159	1560	613
YDR010C_mRNA	603	97	330	176
YDR011W_mRNA	4776	97	4503	176
YDR012W_mRNA	1243	48	1086	109
YDR013W_mRNA	737	16	624	97
YDR014W_mRNA	2214	97	1941	176
YDR014W-A_mRNA	759	97	486	176
YDR015C_mRNA	510	97	237	176
YDR016C_mRNA	436	40	282	114
YDR017C_mRNA	3423	97	3150	176
YDR018C_mRNA	1461	97	1188	176
YDR019C_mRNA	1473	97	1200	176
YDR020C_mRNA	969	97	696	176
YDR021W_mRNA	1470	97	1197	176
YDR022C_mRNA	731	57	588	86
YDR023W_mRNA	1594	46	1386	162
YDR024W_mRNA	756	97	483	176
YDR025W_mRNA	609	41	468	100
YDR026C_mRNA	1983	97	1710	176
YDR027C_mRNA	2866	123	2667	76
YDR028C_mRNA	3315	97	3042	176
YDR029W_mRNA	585	97	312	176
YDR030C_mRNA	1791	97	1518	176
YDR031W_mRNA	604	47	363	194
YDR032C_mRNA	882	132	594	156
YDR033W_mRNA	1813	368	960	485
YDR034C_mRNA	2598	152	2370	76
YDR034C-A_mRNA	447	97	174	176
YDR034W-B_mRNA	485	93	153	239
YDR035W_mRNA	1419	76	1110	233
YDR036C_mRNA	1696	73	1500	123
YDR037W_mRNA	2292	450	1773	69
YDR038C_mRNA	3546	97	3273	176
YDR039C_mRNA	3546	97	3273	176
YDR040C_mRNA	3546	97	3273	176
YDR041W_mRNA	808	35	609	164
YDR042C_mRNA	769	63	600	106
YDR043C_mRNA	966	97	693	176
YDR044W_mRNA	1376	252	984	140
YDR045C_mRNA	672	155	330	187
YDR046C_mRNA	1992	113	1812	67
YDR047W_mRNA	1359	97	1086	176
YDR048C_mRNA	585	97	312	176
YDR049W_mRNA	2027	26	1896	105
YDR050C_mRNA	883	59	744	80
YDR051C_mRNA	1093	46	1002	45
YDR052C_mRNA	2385	97	2112	176
YDR053W_mRNA	666	97	393	176
YDR054C_mRNA	1400	174	885	341
YDR055W_mRNA	1555	61	1332	162
YDR056C_mRNA	862	84	615	163
YDR057W_mRNA	1899	97	1626	176
YDR058C_mRNA	1146	33	978	135
YDR059C_mRNA	662	66	444	152
YDR060W_mRNA	3216	50	3075	91
YDR061W_mRNA	1790	55	1617	118
YDR062W_mRNA	2368	395	1683	290
YDR063W_mRNA	731	162	447	122
YDR064W_mRNA	643	80	453	110
YDR065W_mRNA	1368	97	1095	176
YDR066C_mRNA	784	89	588	107
YDR067C_mRNA	945	97	672	176
YDR068W_mRNA	1147	40	930	177
YDR069C_mRNA	3051	97	2778	176
YDR070C_mRNA	613	178	279	156
YDR071C_mRNA	714	63	573	78
YDR072C_mRNA	1770	126	1581	63
YDR073W_mRNA	841	84	507	250
YDR074W_mRNA	3029	100	2688	241
YDR075W_mRNA	1251	174	924	153
YDR076W_mRNA	1491	97	1218	176
YDR077W_mRNA	1420	73	1014	333
YDR078C_mRNA	942	97	669	176
YDR079C-A_mRNA	496	71	216	209
YDR079W_mRNA	657	31	333	293
YDR080W_mRNA	3249	97	2976	176
YDR081C_mRNA	3048	97	2775	176
YDR082W_mRNA	1755	97	1482	176
YDR083W_mRNA	1307	13	1176	118
YDR084C_mRNA	870	97	597	176
YDR085C_mRNA	2133	97	1860	176
YDR086C_mRNA	554	110	240	204
YDR087C_mRNA	937	29	834	74
YDR088C_mRNA	1419	97	1146	176
YDR089W_mRNA	2823	121	2607	95
YDR090C_mRNA	1203	97	930	176
YDR091C_mRNA	2234	72	1824	338
YDR092W_mRNA	771	91	459	221
YDR093W_mRNA	5109	97	4836	176
YDR094W_mRNA	606	97	333	176
YDR095C_mRNA	681	97	408	176
YDR096W_mRNA	2955	97	2682	176
YDR097C_mRNA	3999	97	3726	176
YDR098C_mRNA	1023	97	750	176
YDR099W_mRNA	1175	180	819	176
YDR100W_mRNA	664	46	429	189
YDR101C_mRNA	2052	97	1779	176
YDR102C_mRNA	603	97	330	176
YDR103W_mRNA	3024	97	2751	176
YDR104C_mRNA	4008	97	3735	176
YDR105C_mRNA	1755	253	1419	83
YDR106W_mRNA	1125	97	852	176
YDR107C_mRNA	2289	97	2016	176
YDR108W_mRNA	2367	97	2094	176
YDR109C_mRNA	2418	97	2145	176
YDR110W_mRNA	1971	97	1698	176
YDR111C_mRNA	1794	97	1521	176
YDR112W_mRNA	579	97	306	176
YDR113C_mRNA	1392	97	1119	176
YDR114C_mRNA	573	97	300	176
YDR115W_mRNA	568	40	315	213
YDR116C_mRNA	999	46	855	98
YDR117C_mRNA	1805	57	1695	53
YDR118W_mRNA	2229	97	1956	176
YDR118W-A_mRNA	387	97	114	176
YDR119W_mRNA	2446	84	2304	58
YDR119W-A_mRNA	540	69	198	273
YDR120C_mRNA	1983	97	1710	176
YDR121W_mRNA	838	133	588	117
YDR122W_mRNA	3646	307	3192	147
YDR123C_mRNA	1537	89	912	536
YDR124W_mRNA	1245	97	972	176
YDR125C_mRNA	1632	97	1359	176
YDR126W_mRNA	1281	97	1008	176
YDR127W_mRNA	5037	97	4764	176
YDR128W_mRNA	3717	97	3444	176
YDR129C_mRNA	2124	60	1926	138
YDR130C_mRNA	1146	97	873	176
YDR131C_mRNA	1941	97	1668	176
YDR132C_mRNA	1758	97	1485	176
YDR133C_mRNA	722	236	333	153
YDR135C_mRNA	4818	97	4545	176
YDR136C_mRNA	843	97	570	176
YDR137W_mRNA	2221	100	1989	132
YDR138W_mRNA	2529	97	2256	176
YDR139C_mRNA	486	78	231	177
YDR140W_mRNA	735	21	663	51
YDR141C_mRNA	5367	97	5094	176
YDR142C_mRNA	1398	97	1125	176
YDR143C_mRNA	2103	97	1830	176
YDR144C_mRNA	2014	140	1788	86
YDR145W_mRNA	1890	97	1617	176
YDR146C_mRNA	2400	97	2127	176
YDR147W_mRNA	1875	97	1602	176
YDR148C_mRNA	1812	236	1389	187
YDR149C_mRNA	978	97	705	176
YDR150W_mRNA	8517	97	8244	176
YDR151C_mRNA	1248	97	975	176
YDR152W_mRNA	899	59	795	45
YDR153C_mRNA	1479	133	1233	113
YDR154C_mRNA	621	97	348	176
YDR155C_mRNA	692	96	486	110
YDR156W_mRNA	594	50	411	133
YDR157W_mRNA	672	97	399	176
YDR158W_mRNA	1264	43	1095	126
YDR159W_mRNA	4176	97	3903	176
YDR160W_mRNA	2829	97	2556	176
YDR161W_mRNA	1287	41	1161	85
YDR162C_mRNA	981	97	708	176
YDR163W_mRNA	798	97	525	176
YDR164C_mRNA	2445	97	2172	176
YDR165W_mRNA	1465	42	1332	91
YDR166C_mRNA	3186	97	2913	176
YDR167W_mRNA	766	32	618	116
YDR168W_mRNA	1692	65	1518	109
YDR169C_mRNA	1812	97	1539	176
YDR169C-A_mRNA	420	97	147	176
YDR170C_mRNA	6300	97	6027	176
YDR170W-A_mRNA	1593	97	1320	176
YDR171W_mRNA	1298	86	1125	87
YDR172W_mRNA	2294	60	2055	179
YDR173C_mRNA	1338	97	1065	176
YDR174W_mRNA	956	31	738	187
YDR175C_mRNA	1192	55	957	180
YDR176W_mRNA	2249	35	2106	108
YDR177W_mRNA	875	116	645	114
YDR178W_mRNA	935	186	543	206
YDR179C_mRNA	607	8	486	113
YDR179W-A_mRNA	1582	101	1389	92
YDR180W_mRNA	4752	97	4479	176
YDR181C_mRNA	1716	97	1443	176
YDR182W_mRNA	1746	97	1473	176
YDR182W-A_mRNA	474	97	201	176
YDR183C-A_mRNA	528	97	255	176
YDR183W_mRNA	963	97	690	176
YDR184C_mRNA	1155	97	882	176
YDR185C_mRNA	810	97	537	176
YDR186C_mRNA	2904	97	2631	176
YDR187C_mRNA	789	97	516	176
YDR188W_mRNA	1871	67	1638	166
YDR189W_mRNA	2145	42	1998	105
YDR190C_mRNA	1568	46	1389	133
YDR191W_mRNA	1383	97	1110	176
YDR192C_mRNA	1563	97	1290	176
YDR193W_mRNA	669	97	396	176
YDR194C_mRNA	2145	15	1992	138
YDR194W-A_mRNA	423	97	150	176
YDR195W_mRNA	1872	97	1599	176
YDR196C_mRNA	846	45	723	78
YDR197W_mRNA	1305	33	1167	105
YDR198C_mRNA	1710	97	1437	176
YDR199W_mRNA	636	97	363	176
YDR200C_mRNA	2085	97	1812	176
YDR201W_mRNA	622	47	495	80
YDR202C_mRNA	1148	39	1053	56
YDR203W_mRNA	588	97	315	176
YDR204W_mRNA	1162	22	1005	135
YDR205W_mRNA	2445	97	2172	176
YDR206W_mRNA	2925	97	2652	176
YDR207C_mRNA	2781	97	2508	176
YDR208W_mRNA	2620	164	2337	119
YDR209C_mRNA	684	97	411	176
YDR210W_mRNA	681	47	225	409
YDR211W_mRNA	2409	97	2136	176
YDR212W_mRNA	1847	84	1677	86
YDR213W_mRNA	3012	97	2739	176
YDR214W_mRNA	1275	132	1050	93
YDR215C_mRNA	684	97	411	176
YDR216W_mRNA	4242	97	3969	176
YDR217C_mRNA	4200	97	3927	176
YDR218C_mRNA	1542	97	1269	176
YDR219C_mRNA	1802	210	1395	197
YDR220C_mRNA	564	97	291	176
YDR221W_mRNA	2379	97	2106	176
YDR222W_mRNA	1518	97	1245	176
YDR223W_mRNA	1674	97	1401	176
YDR224C_mRNA	653	130	393	130
YDR225W_mRNA	693	105	396	192
YDR226W_mRNA	879	75	666	138
YDR227W_mRNA	4347	97	4074	176
YDR228C_mRNA	2151	97	1878	176
YDR229W_mRNA	1509	93	1359	57
YDR230W_mRNA	618	97	345	176
YDR231C_mRNA	888	97	615	176
YDR232W_mRNA	2082	260	1644	178
YDR233C_mRNA	1020	8	885	127
YDR234W_mRNA	2318	120	2079	119
YDR235W_mRNA	1734	16	1632	86
YDR236C_mRNA	927	97	654	176
YDR237W_mRNA	1192	150	876	166
YDR238C_mRNA	3200	29	2919	252
YDR239C_mRNA	2469	25	2361	83
YDR240C_mRNA	1749	97	1476	176
YDR241W_mRNA	558	97	285	176
YDR242W_mRNA	1809	14	1647	148
YDR243C_mRNA	2037	97	1764	176
YDR244W_mRNA	2031	25	1836	170
YDR245W_mRNA	1409	84	1179	146
YDR246W_mRNA	840	26	657	157
YDR246W-A_mRNA	471	97	198	176
YDR247W_mRNA	2122	346	1383	393
YDR248C_mRNA	852	97	579	176
YDR249C_mRNA	1392	97	1119	176
YDR250C_mRNA	546	97	273	176
YDR251W_mRNA	2934	306	2490	138
YDR252W_mRNA	1049	8	447	594
YDR253C_mRNA	846	97	573	176
YDR254W_mRNA	1527	65	1374	88
YDR255C_mRNA	1536	97	1263	176
YDR256C_mRNA	1818	97	1545	176
YDR257C_mRNA	1755	97	1482	176
YDR258C_mRNA	2706	97	2433	176
YDR259C_mRNA	1422	97	1149	176
YDR260C_mRNA	953	40	510	403
YDR261C_mRNA	1959	97	1686	176
YDR262W_mRNA	1026	11	816	199
YDR263C_mRNA	1563	97	1290	176
YDR264C_mRNA	2595	58	2292	245
YDR265W_mRNA	1414	221	1011	182
YDR266C_mRNA	2190	97	1917	176
YDR267C_mRNA	1191	60	990	141
YDR268W_mRNA	1311	68	1137	106
YDR269C_mRNA	594	97	321	176
YDR270W_mRNA	3285	97	3012	176
YDR271C_mRNA	642	97	369	176
YDR272W_mRNA	950	57	822	71
YDR273W_mRNA	1368	97	1095	176
YDR274C_mRNA	642	97	369	176
YDR275W_mRNA	978	97	705	176
YDR276C_mRNA	549	108	165	276
YDR277C_mRNA	1667	164	1299	204
YDR278C_mRNA	588	97	315	176
YDR279W_mRNA	1323	97	1050	176
YDR280W_mRNA	1188	97	915	176
YDR281C_mRNA	700	83	312	305
YDR282C_mRNA	1515	97	1242	176
YDR283C_mRNA	5250	97	4977	176
YDR284C_mRNA	1214	281	867	66
YDR285W_mRNA	2898	97	2625	176
YDR286C_mRNA	471	40	342	89
YDR287W_mRNA	1149	97	876	176
YDR288W_mRNA	1056	49	909	98
YDR289C_mRNA	1500	97	1227	176
YDR290W_mRNA	600	97	327	176
YDR291W_mRNA	3504	97	3231	176
YDR292C_mRNA	2136	97	1863	176
YDR293C_mRNA	4023	97	3750	176
YDR294C_mRNA	1838	38	1767	33
YDR295C_mRNA	2369	263	2022	84
YDR296W_mRNA	808	53	678	77
YDR297W_mRNA	1331	118	1047	166
YDR298C_mRNA	991	180	636	175
YDR299W_mRNA	1759	60	1602	97
YDR300C_mRNA	1488	75	1284	129
YDR301W_mRNA	4344	97	4071	176
YDR302W_mRNA	807	56	657	94
YDR303C_mRNA	2928	97	2655	176
YDR304C_mRNA	800	50	675	75
YDR305C_mRNA	924	97	651	176
YDR306C_mRNA	1564	52	1434	78
YDR307W_mRNA	2198	68	1986	144
YDR308C_mRNA	632	59	420	153
YDR309C_mRNA	1283	114	1149	20
YDR310C_mRNA	3459	97	3186	176
YDR311W_mRNA	2199	97	1926	176
YDR312W_mRNA	1632	97	1359	176
YDR313C_mRNA	1131	97	858	176
YDR314C_mRNA	2349	97	2076	176
YDR315C_mRNA	1116	97	843	176
YDR316W_mRNA	1686	97	1413	176
YDR317W_mRNA	1515	97	1242	176
YDR318W_mRNA	1377	97	1104	176
YDR319C_mRNA	1095	97	822	176
YDR320C_mRNA	2162	64	2004	94
YDR320C-A_mRNA	351	32	216	103
YDR320W-B_mRNA	408	97	135	176
YDR321W_mRNA	1300	41	1143	116
YDR322C-A_mRNA	565	49	288	228
YDR322W_mRNA	1224	26	1101	97
YDR323C_mRNA	1725	30	1545	150
YDR324C_mRNA	2601	97	2328	176
YDR325W_mRNA	3378	97	3105	176
YDR326C_mRNA	4587	97	4314	176
YDR327W_mRNA	597	97	324	176
YDR328C_mRNA	906	67	582	257
YDR329C_mRNA	1441	35	1323	83
YDR330W_mRNA	1642	59	1500	83
YDR331W_mRNA	1506	97	1233	176
YDR332W_mRNA	2157	32	2067	58
YDR333C_mRNA	2442	97	2169	176
YDR334W_mRNA	4815	97	4542	176
YDR335W_mRNA	3945	97	3672	176
