"transcript"	"l_tr"	"l_utr5"	"l_cds"	"l_utr3"	"nis_pos"
"YBR297W_mRNA"	1664	39	1404	221	58
"YBR298C_mRNA"	2115	97	1842	176	10
"YBR298C-A_mRNA"	492	97	219	176	10
"YBR299W_mRNA"	2025	97	1752	176	7
"YBR300C_mRNA"	768	97	495	176	46
"YBR301W_mRNA"	633	97	360	176	40
"YBR302C_mRNA"	1410	97	1137	176	7
"YCL076W_mRNA"	1014	97	741	176	25
"YCL073C_mRNA"	2118	97	1845	176	16
"YCL069W_mRNA"	1647	97	1374	176	133
"YCL068C_mRNA"	1053	97	780	176	82
"YCL067C_mRNA"	903	97	630	176	34
"YCL066W_mRNA"	798	97	525	176	70
"YCL065W_mRNA"	639	97	366	176	Inf
"YCL064C_mRNA"	1353	97	1080	176	43
"YCL063W_mRNA"	1465	40	1269	156	Inf
"YCL061C_mRNA"	3561	97	3288	176	34
"YCL059C_mRNA"	1107	50	948	109	46
"YCL058C_mRNA"	729	97	456	176	55
"YCL058W-A_mRNA"	429	22	339	68	25
"YCL057C-A_mRNA"	531	52	291	188	7
"YCL057W_mRNA"	2276	8	2136	132	58
"YCL056C_mRNA"	484	34	432	18	13
"YCL055W_mRNA"	1223	36	1005	182	16
"YCL054W-A_mRNA"	357	97	84	176	22
"YCL054W_mRNA"	2675	31	2523	121	4
"YCL052C_mRNA"	1521	97	1248	176	58
"YCL051W_mRNA"	2022	97	1749	176	25
"YCL050C_mRNA"	1114	62	963	89	Inf
"YCL049C_mRNA"	1138	55	936	147	7
"YCL048W-A_mRNA"	510	97	237	176	40
"YCL048W_mRNA"	1662	97	1389	176	10
"YCL047C_mRNA"	1047	97	774	176	55
"YCL045C_mRNA"	2362	40	2280	42	Inf
"YCL046W_mRNA"	594	97	321	176	76
"YCL044C_mRNA"	1464	41	1251	172	40
"YCL043C_mRNA"	1708	65	1566	77	7
"YCL041C_mRNA"	765	97	492	176	19
"YCL042W_mRNA"	630	97	357	176	37
"YCL040W_mRNA"	1732	51	1500	181	127
"YCL039W_mRNA"	2508	97	2235	176	100
"YCL038C_mRNA"	1749	84	1584	81	Inf
"YCL037C_mRNA"	1575	97	1302	176	25
"YCL036W_mRNA"	1971	97	1698	176	28
"YCL035C_mRNA"	523	64	330	129	109
"YCL034W_mRNA"	1335	97	1062	176	49
"YCL033C_mRNA"	777	97	504	176	70
"YCL032W_mRNA"	1311	97	1038	176	46
"YCL031C_mRNA"	1020	33	891	96	67
"YCL030C_mRNA"	2562	60	2397	105	31
"YCL029C_mRNA"	1593	97	1320	176	40
"YCL028W_mRNA"	1365	59	1215	91	Inf
"YCL027W_mRNA"	1809	97	1536	176	4
"YCL026C-B_mRNA"	852	97	579	176	40
"YCL026C-A_mRNA"	852	97	579	176	31
"YCL025C_mRNA"	2026	31	1899	96	Inf
"YCL023C_mRNA"	618	97	345	176	34
"YCL024W_mRNA"	3384	97	3111	176	64
"YCL022C_mRNA"	786	97	513	176	Inf
"YCL021W-A_mRNA"	648	97	375	176	43
"YCL018W_mRNA"	1365	97	1092	176	22
"YCL017C_mRNA"	1950	115	1491	344	61
"YCL016C_mRNA"	1413	97	1140	176	40
"YCL014W_mRNA"	5181	97	4908	176	13
"YCL012C_mRNA"	584	41	402	141	100
"YCL011C_mRNA"	1393	49	1281	63	52
"YCL010C_mRNA"	1050	97	777	176	109
"YCL009C_mRNA"	1095	46	927	122	100
"YCL008C_mRNA"	1428	97	1155	176	34
"YCL007C_mRNA"	663	97	390	176	22
"YCL005W-A_mRNA"	378	25	219	134	37
"YCL005W_mRNA"	1041	97	768	176	37
"YCL004W_mRNA"	1681	78	1563	40	Inf
"YCL002C_mRNA"	899	25	789	85	67
"YCL001W_mRNA"	718	70	564	84	49
"YCL001W-A_mRNA"	732	97	459	176	7
"YCL001W-B_mRNA"	525	97	252	176	13
"YCR001W_mRNA"	585	97	312	176	133
"YCR002C_mRNA"	1239	97	966	176	10
"YCR003W_mRNA"	702	31	549	122	37
"YCR004C_mRNA"	1107	200	741	166	22
"YCR005C_mRNA"	1568	60	1380	128	61
"YCR006C_mRNA"	744	97	471	176	10
"YCR007C_mRNA"	1029	229	717	83	28
"YCR008W_mRNA"	2082	97	1809	176	61
"YCR009C_mRNA"	1068	97	795	176	172
"YCR010C_mRNA"	1122	97	849	176	76
"YCR011C_mRNA"	3358	151	3147	60	Inf
"YCR012W_mRNA"	1459	40	1248	171	16
"YCR013C_mRNA"	918	97	645	176	148
"YCR014C_mRNA"	2019	97	1746	176	10
"YCR015C_mRNA"	1224	97	951	176	37
"YCR016W_mRNA"	1074	32	870	172	49
"YCR017C_mRNA"	3099	52	2859	188	34
"YCR018C_mRNA"	936	97	663	176	28
"YCR018C-A_mRNA"	525	97	252	176	19
"YCR019W_mRNA"	1362	97	1089	176	64
"YCR020C_mRNA"	918	97	645	176	61
"YCR020C-A_mRNA"	537	97	264	176	16
"YCR020W-B_mRNA"	752	41	234	477	172
"YCR021C_mRNA"	1269	97	996	176	22
"YCR022C_mRNA"	615	97	342	176	157
"YCR023C_mRNA"	2154	84	1833	237	40
"YCR024C_mRNA"	1749	97	1476	176	97
"YCR024C-B_mRNA"	537	97	264	176	13
"YCR024C-A_mRNA"	393	97	120	176	109
"YCR025C_mRNA"	681	97	408	176	4
"YCR026C_mRNA"	2518	74	2226	218	7
"YCR027C_mRNA"	900	97	627	176	19
"YCR028C_mRNA"	2368	99	1536	733	40
"YCR028C-A_mRNA"	700	87	405	208	7
"YCR030C_mRNA"	2883	97	2610	176	34
"YCR031C_mRNA"	610	60	411	139	49
"YCR032W_mRNA"	6774	97	6501	176	28
"YCR033W_mRNA"	3951	97	3678	176	13
"YCR034W_mRNA"	1324	40	1041	243	7
"YCR035C_mRNA"	1367	29	1182	156	64
"YCR036W_mRNA"	1137	52	999	86	67
"YCR037C_mRNA"	2913	44	2769	100	16
"YCR038C_mRNA"	2199	97	1926	176	76
"YCR038W-A_mRNA"	396	97	123	176	Inf
"YCR039C_mRNA"	903	97	630	176	34
"YCR040W_mRNA"	798	97	525	176	70
"YCR041W_mRNA"	603	97	330	176	103
"YCR042C_mRNA"	4494	97	4221	176	13
"YCR043C_mRNA"	654	97	381	176	103
"YCR044C_mRNA"	1195	41	1071	83	10
"YCR045C_mRNA"	1746	97	1473	176	133
"YCR045W-A_mRNA"	621	97	348	176	16
"YCR046C_mRNA"	652	38	507	107	88
"YCR047C_mRNA"	1078	104	825	149	Inf
"YCR047W-A_mRNA"	477	97	204	176	88
"YCR049C_mRNA"	717	97	444	176	121
"YCR048W_mRNA"	2103	97	1830	176	40
"YCR050C_mRNA"	579	97	306	176	64
"YCR051W_mRNA"	838	18	666	154	34
"YCR052W_mRNA"	1695	33	1449	213	52
"YCR053W_mRNA"	1729	98	1542	89	16
"YCR054C_mRNA"	1962	97	1689	176	31
"YCR057C_mRNA"	3042	97	2769	176	58
"YCR059C_mRNA"	1047	97	774	176	10
"YCR060W_mRNA"	606	97	333	176	37
"YCR061W_mRNA"	2312	58	1893	361	10
"YCR064C_mRNA"	681	97	408	176	10
"YCR063W_mRNA"	744	97	471	176	40
"YCR065W_mRNA"	1965	97	1692	176	58
"YCR066W_mRNA"	1673	44	1461	168	16
"YCR067C_mRNA"	3393	119	3195	79	13
"YCR068W_mRNA"	1833	97	1560	176	79
"YCR069W_mRNA"	1238	160	954	124	64
"YCR071C_mRNA"	564	53	438	73	46
"YCR072C_mRNA"	1642	34	1545	63	22
"YCR073C_mRNA"	4266	97	3993	176	25
"YCR073W-A_mRNA"	1080	18	945	117	100
"YCR075C_mRNA"	1053	97	780	176	58
"YCR075W-A_mRNA"	352	28	225	99	Inf
"YCR076C_mRNA"	848	22	750	76	49
"YCR077C_mRNA"	2571	42	2388	141	106
"YCR079W_mRNA"	1519	64	1326	129	34
"YCR081W_mRNA"	4554	97	4281	176	Inf
"YCR081C-A_mRNA"	507	97	234	176	7
"YCR082W_mRNA"	581	41	384	156	28
"YCR083W_mRNA"	654	97	381	176	16
"YCR084C_mRNA"	2412	97	2139	176	40
"YCR085W_mRNA"	624	97	351	176	67
"YCR086W_mRNA"	716	90	570	56	13
"YCR087C-A_mRNA"	732	97	459	176	19
"YCR087W_mRNA"	786	97	513	176	55
"YCR088W_mRNA"	1939	46	1776	117	43
"YCR089W_mRNA"	5100	97	4827	176	76
"YCR090C_mRNA"	819	97	546	176	112
"YCR091W_mRNA"	2433	97	2160	176	103
"YCR092C_mRNA"	3327	97	3054	176	46
"YCR093W_mRNA"	6597	97	6324	176	55
"YCR094W_mRNA"	1507	63	1173	271	22
"YCR095C_mRNA"	1359	97	1086	176	85
"YCR095W-A_mRNA"	1706	140	156	1410	40
"YCR096C_mRNA"	630	97	357	176	34
"YCR097W_mRNA"	410	12	378	20	16
"YCR097W-A_mRNA"	537	97	264	176	79
"YCR098C_mRNA"	1827	97	1554	176	106
"YCR099C_mRNA"	738	97	465	176	100
"YCR100C_mRNA"	1221	97	948	176	7
"YCR101C_mRNA"	819	97	546	176	115
"YCR102C_mRNA"	1377	97	1104	176	79
"YCR102W-A_mRNA"	468	97	195	176	7
"YCR104W_mRNA"	645	97	372	176	31
"YCR105W_mRNA"	1356	97	1083	176	34
"YCR106W_mRNA"	2769	97	2496	176	139
"YCR107W_mRNA"	1362	97	1089	176	16
"YCR108C_mRNA"	462	97	189	176	25
"YDL248W_mRNA"	1422	97	1149	176	70
"YDL247W-A_mRNA"	345	97	72	176	37
"YDL247W_mRNA"	2100	97	1827	176	37
"YDL246C_mRNA"	1344	97	1071	176	70
"YDL245C_mRNA"	1974	97	1701	176	37
"YDL244W_mRNA"	1293	97	1020	176	28
"YDL243C_mRNA"	1260	97	987	176	31
"YDL242W_mRNA"	624	97	351	176	46
"YDL241W_mRNA"	699	78	369	252	40
"YDL240C-A_mRNA"	408	97	135	176	55
"YDL240W_mRNA"	3324	97	3051	176	4
"YDL239C_mRNA"	2643	97	2370	176	58
"YDL238C_mRNA"	1740	97	1467	176	52
"YDL237W_mRNA"	1441	32	1170	239	10
"YDL236W_mRNA"	1188	67	936	185	40
"YDL235C_mRNA"	729	114	501	114	Inf
"YDL234C_mRNA"	2511	97	2238	176	7
"YDL233W_mRNA"	1570	16	1374	180	10
"YDL232W_mRNA"	453	49	108	296	121
"YDL231C_mRNA"	3648	97	3375	176	70
"YDL230W_mRNA"	1122	53	1005	64	13
"YDL229W_mRNA"	2042	92	1839	111	79
"YDL228C_mRNA"	912	97	639	176	7
"YDL227C_mRNA"	2031	97	1758	176	34
"YDL226C_mRNA"	1281	31	1056	194	7
"YDL225W_mRNA"	1926	97	1653	176	37
"YDL224C_mRNA"	2450	364	1947	139	4
"YDL223C_mRNA"	3411	97	3138	176	16
"YDL222C_mRNA"	1200	97	927	176	67
"YDL221W_mRNA"	822	97	549	176	13
"YDL220C_mRNA"	3045	97	2772	176	46
"YDL219W_mRNA"	560	46	450	64	7
"YDL218W_mRNA"	1224	97	951	176	10
"YDL217C_mRNA"	1204	172	621	411	25
"YDL216C_mRNA"	1593	97	1320	176	34
"YDL215C_mRNA"	3549	97	3276	176	31
"YDL214C_mRNA"	2370	97	2097	176	13
"YDL213C_mRNA"	1028	277	675	76	13
"YDL212W_mRNA"	849	71	630	148	79
"YDL211C_mRNA"	1389	97	1116	176	7
"YDL210W_mRNA"	1986	97	1713	176	19
"YDL209C_mRNA"	1290	97	1017	176	61
"YDL208W_mRNA"	654	45	468	141	19
"YDL207W_mRNA"	1722	31	1614	77	61
"YDL206W_mRNA"	2559	97	2286	176	85
"YDL205C_mRNA"	1401	184	981	236	16
"YDL204W_mRNA"	1859	498	1179	182	34
"YDL203C_mRNA"	2142	97	1869	176	67
"YDL202W_mRNA"	1020	97	747	176	97
"YDL201W_mRNA"	1017	68	858	91	Inf
"YDL200C_mRNA"	837	97	564	176	19
"YDL199C_mRNA"	2334	97	2061	176	34
"YDL198C_mRNA"	1156	117	900	139	10
"YDL197C_mRNA"	1848	97	1575	176	7
"YDL196W_mRNA"	600	97	327	176	40
"YDL195W_mRNA"	4083	119	3819	145	70
"YDL194W_mRNA"	2925	97	2652	176	10
"YDL193W_mRNA"	1435	107	1125	203	154
"YDL192W_mRNA"	831	110	543	178	10
"YDL191W_mRNA"	606	56	360	190	61
"YDL190C_mRNA"	3156	97	2883	176	13
"YDL189W_mRNA"	1683	136	1371	176	13
"YDL188C_mRNA"	1355	182	1131	42	Inf
"YDL187C_mRNA"	600	97	327	176	Inf
"YDL186W_mRNA"	1104	97	831	176	49
"YDL185C-A_mRNA"	498	97	225	176	22
"YDL185W_mRNA"	3490	108	3213	169	73
"YDL184C_mRNA"	376	64	75	237	16
"YDL183C_mRNA"	1233	97	960	176	37
"YDL182W_mRNA"	1419	38	1284	97	Inf
"YDL181W_mRNA"	568	172	255	141	121
"YDL180W_mRNA"	1914	97	1641	176	46
"YDL179W_mRNA"	1185	97	912	176	7
"YDL178W_mRNA"	1705	36	1590	79	7
"YDL177C_mRNA"	655	52	510	93	43
"YDL176W_mRNA"	2397	97	2124	176	22
"YDL175C_mRNA"	1287	27	1032	228	7
"YDL174C_mRNA"	1884	28	1761	95	34
"YDL173W_mRNA"	1158	97	885	176	25
"YDL172C_mRNA"	750	97	477	176	94
"YDL171C_mRNA"	6708	97	6435	176	10
"YDL170W_mRNA"	1762	28	1584	150	91
"YDL169C_mRNA"	942	97	669	176	124
"YDL168W_mRNA"	1284	71	1158	55	Inf
"YDL167C_mRNA"	2405	56	2157	192	112
"YDL166C_mRNA"	864	97	591	176	97
"YDL165W_mRNA"	683	57	573	53	31
"YDL164C_mRNA"	2538	97	2265	176	34
"YDL163W_mRNA"	573	97	300	176	133
"YDL162C_mRNA"	627	97	354	176	10
"YDL161W_mRNA"	1489	16	1362	111	76
"YDL160C-A_mRNA"	513	97	240	176	31
"YDL160C_mRNA"	1791	97	1518	176	22
"YDL159W-A_mRNA"	402	97	129	176	19
"YDL159W_mRNA"	1721	46	1545	130	82
"YDL159C-B_mRNA"	447	97	174	176	25
"YDL158C_mRNA"	579	97	306	176	16
"YDL157C_mRNA"	677	35	354	288	46
"YDL156W_mRNA"	1839	97	1566	176	Inf
"YDL155W_mRNA"	1555	140	1281	134	76
"YDL154W_mRNA"	2976	97	2703	176	16
"YDL153C_mRNA"	1948	32	1830	86	19
"YDL152W_mRNA"	636	97	363	176	88
"YDL151C_mRNA"	852	97	579	176	4
"YDL150W_mRNA"	1539	97	1266	176	28
"YDL149W_mRNA"	3264	97	2991	176	34
"YDL148C_mRNA"	2703	97	2430	176	22
"YDL147W_mRNA"	1556	72	1335	149	46
"YDL146W_mRNA"	1791	191	1473	127	28
"YDL145C_mRNA"	3876	97	3603	176	109
"YDL144C_mRNA"	1208	38	1068	102	58
"YDL143W_mRNA"	1744	40	1584	120	58
"YDL142C_mRNA"	1122	97	849	176	22
"YDL141W_mRNA"	2575	239	2070	266	16
"YDL140C_mRNA"	5472	97	5199	176	28
"YDL139C_mRNA"	942	97	669	176	73
"YDL138W_mRNA"	2722	286	2289	147	124
"YDL137W_mRNA"	834	136	543	155	16
"YDL136W_mRNA"	564	65	360	139	10
"YDL135C_mRNA"	722	45	606	71	4
"YDL134C_mRNA"	1682	484	1107	91	Inf
"YDL133C-A_mRNA"	445	131	75	239	10
"YDL133W_mRNA"	1570	149	1311	110	16
"YDL132W_mRNA"	2718	97	2445	176	58
"YDL131W_mRNA"	1485	50	1320	115	Inf
"YDL130W-A_mRNA"	512	65	258	189	49
"YDL130W_mRNA"	575	112	318	145	73
"YDL129W_mRNA"	1146	97	873	176	25
"YDL128W_mRNA"	1497	88	1233	176	91
"YDL127W_mRNA"	1197	97	924	176	7
"YDL126C_mRNA"	2616	50	2505	61	55
"YDL125C_mRNA"	827	210	474	143	28
"YDL124W_mRNA"	1105	94	936	75	43
"YDL123W_mRNA"	856	35	420	401	4
"YDL122W_mRNA"	2752	241	2427	84	31
"YDL121C_mRNA"	612	35	447	130	4
"YDL120W_mRNA"	782	90	522	170	37
"YDL119C_mRNA"	1194	97	921	176	52
"YDL118W_mRNA"	651	97	378	176	34
"YDL117W_mRNA"	2928	97	2655	176	34
"YDL116W_mRNA"	2280	41	2178	61	37
"YDL115C_mRNA"	1332	97	1059	176	37
"YDL114W-A_mRNA"	384	97	111	176	172
"YDL114W_mRNA"	1197	97	924	176	37
"YDL113C_mRNA"	2082	63	1920	99	31
"YDL112W_mRNA"	4581	97	4308	176	52
"YDL111C_mRNA"	1068	97	795	176	19
"YDL110C_mRNA"	699	57	450	192	76
"YDL109C_mRNA"	2214	97	1941	176	31
"YDL108W_mRNA"	1191	97	918	176	Inf
"YDL107W_mRNA"	1326	97	1053	176	34
"YDL106C_mRNA"	1950	97	1677	176	4
"YDL105W_mRNA"	1479	97	1206	176	10
"YDL104C_mRNA"	1494	97	1221	176	79
"YDL103C_mRNA"	1683	73	1431	179	31
"YDL102W_mRNA"	3498	81	3291	126	88
"YDL101C_mRNA"	1725	55	1539	131	7
"YDL100C_mRNA"	1157	36	1062	59	Inf
"YDL099W_mRNA"	1182	68	1023	91	7
"YDL098C_mRNA"	855	97	582	176	13
"YDL097C_mRNA"	1425	45	1302	78	61
"YDL096C_mRNA"	597	97	324	176	40
"YDL095W_mRNA"	2629	80	2451	98	64
"YDL094C_mRNA"	780	97	507	176	37
"YDL093W_mRNA"	2529	29	2229	271	37
"YDL092W_mRNA"	610	23	438	149	10
"YDL091C_mRNA"	1538	94	1365	79	19
"YDL090C_mRNA"	1566	97	1293	176	Inf
"YDL089W_mRNA"	1725	97	1452	176	49
"YDL088C_mRNA"	1857	97	1584	176	19
"YDL087C_mRNA"	1056	97	783	176	13
"YDL086W_mRNA"	922	28	819	75	31
"YDL086C-A_mRNA"	705	97	432	176	58
"YDL085C-A_mRNA"	437	65	204	168	40
"YDL085W_mRNA"	1908	97	1635	176	115
"YDL084W_mRNA"	1634	184	1338	112	4
"YDL083C_mRNA"	631	69	429	133	121
"YDL082W_mRNA"	810	68	597	145	7
"YDL081C_mRNA"	523	94	318	111	19
"YDL080C_mRNA"	2100	97	1827	176	100
"YDL079C_mRNA"	1776	97	1503	176	103
"YDL078C_mRNA"	1258	72	1029	157	52
"YDL077C_mRNA"	3420	97	3147	176	52
"YDL076C_mRNA"	1264	152	882	230	13
"YDL075W_mRNA"	460	36	339	85	10
"YDL074C_mRNA"	2275	87	2100	88	7
"YDL073W_mRNA"	3225	97	2952	176	13
"YDL072C_mRNA"	750	63	609	78	Inf
"YDL071C_mRNA"	645	97	372	176	10
"YDL070W_mRNA"	2127	37	1914	176	31
"YDL069C_mRNA"	960	97	687	176	55
"YDL068W_mRNA"	600	97	327	176	43
"YDL067C_mRNA"	656	219	177	260	88
"YDL066W_mRNA"	1590	157	1284	149	73
"YDL065C_mRNA"	1177	41	1026	110	67
"YDL064W_mRNA"	689	54	471	164	64
"YDL063C_mRNA"	2133	97	1860	176	10
"YDL062W_mRNA"	696	97	423	176	19
"YDL061C_mRNA"	507	109	168	230	43
"YDL060W_mRNA"	2637	97	2364	176	55
"YDL059C_mRNA"	987	97	714	176	82
"YDL058W_mRNA"	5643	97	5370	176	4
"YDL057W_mRNA"	1257	97	984	176	31
"YDL056W_mRNA"	2772	97	2499	176	16
"YDL055C_mRNA"	1455	149	1083	223	139
"YDL054C_mRNA"	1731	97	1458	176	136
"YDL053C_mRNA"	940	198	555	187	61
"YDL052C_mRNA"	1034	52	909	73	25
"YDL051W_mRNA"	1098	97	825	176	49
"YDL050C_mRNA"	642	97	369	176	Inf
"YDL049C_mRNA"	1077	97	804	176	4
"YDL048C_mRNA"	1743	97	1470	176	118
"YDL047W_mRNA"	1206	97	933	176	166
"YDL046W_mRNA"	877	85	519	273	151
"YDL045W-A_mRNA"	474	54	285	135	28
"YDL045C_mRNA"	1191	97	918	176	37
"YDL044C_mRNA"	1433	34	1320	79	22
"YDL043C_mRNA"	941	47	798	96	76
"YDL042C_mRNA"	1877	68	1686	123	25
"YDL041W_mRNA"	624	97	351	176	28
"YDL040C_mRNA"	2713	62	2562	89	28
"YDL039C_mRNA"	2367	97	2094	176	76
"YDL037C_mRNA"	1257	97	984	176	Inf
"YDL036C_mRNA"	1659	97	1386	176	79
"YDL035C_mRNA"	3156	97	2883	176	37
"YDL034W_mRNA"	615	97	342	176	79
"YDL033C_mRNA"	1524	97	1251	176	4
"YDL032W_mRNA"	582	97	309	176	70
"YDL031W_mRNA"	3153	84	2985	84	10
"YDL030W_mRNA"	1763	79	1590	94	31
"YDL029W_mRNA"	1369	38	1173	158	7
"YDL028C_mRNA"	2565	97	2292	176	40
"YDL027C_mRNA"	1506	46	1260	200	145
"YDL026W_mRNA"	582	97	309	176	109
"YDL025C_mRNA"	2277	196	1860	221	4
"YDL025W-A_mRNA"	375	97	102	176	22
"YDL024C_mRNA"	1677	97	1404	176	22
"YDL022C-A_mRNA"	519	97	246	176	40
"YDL023C_mRNA"	591	97	318	176	13
"YDL022W_mRNA"	1364	74	1173	117	73
"YDL021W_mRNA"	1206	97	933	176	10
"YDL020C_mRNA"	1988	249	1593	146	22
"YDL019C_mRNA"	4155	213	3849	93	Inf
"YDL018C_mRNA"	937	73	675	189	97
"YDL017W_mRNA"	1794	97	1521	176	28
"YDL016C_mRNA"	573	97	300	176	46
"YDL015C_mRNA"	1203	97	930	176	82
"YDL014W_mRNA"	1375	149	981	245	10
"YDL013W_mRNA"	2079	135	1857	87	13
"YDL012C_mRNA"	519	24	321	174	100
"YDL011C_mRNA"	594	97	321	176	76
"YDL010W_mRNA"	998	44	693	261	34
"YDL009C_mRNA"	594	97	321	176	34
"YDL008W_mRNA"	649	30	495	124	67
"YDL007C-A_mRNA"	528	97	255	176	22
"YDL007W_mRNA"	1431	33	1311	87	43
"YDL006W_mRNA"	1346	384	843	119	Inf
"YDL005C_mRNA"	1566	97	1293	176	28
"YDL004W_mRNA"	812	54	480	278	31
"YDL003W_mRNA"	1920	112	1698	110	58
"YDL002C_mRNA"	882	97	609	176	106
"YDL001W_mRNA"	1463	68	1290	105	10
"YDR001C_mRNA"	2590	253	2253	84	10
"YDR002W_mRNA"	870	77	603	190	91
"YDR003W_mRNA"	734	37	630	67	13
"YDR003W-A_mRNA"	393	97	120	176	22
"YDR004W_mRNA"	1653	97	1380	176	43
"YDR005C_mRNA"	1493	143	1185	165	7
"YDR006C_mRNA"	2976	97	2703	176	103
"YDR007W_mRNA"	825	34	672	119	16
"YDR008C_mRNA"	621	97	348	176	139
"YDR009W_mRNA"	2332	159	1560	613	7
"YDR010C_mRNA"	603	97	330	176	10
"YDR011W_mRNA"	4776	97	4503	176	22
"YDR012W_mRNA"	1243	48	1086	109	10
"YDR013W_mRNA"	737	16	624	97	4
"YDR014W_mRNA"	2214	97	1941	176	58
"YDR014W-A_mRNA"	759	97	486	176	130
"YDR015C_mRNA"	510	97	237	176	25
"YDR016C_mRNA"	436	40	282	114	28
"YDR017C_mRNA"	3423	97	3150	176	100
"YDR018C_mRNA"	1461	97	1188	176	94
"YDR019C_mRNA"	1473	97	1200	176	58
"YDR020C_mRNA"	969	97	696	176	34
"YDR021W_mRNA"	1470	97	1197	176	118
"YDR022C_mRNA"	731	57	588	86	13
"YDR023W_mRNA"	1594	46	1386	162	7
"YDR024W_mRNA"	756	97	483	176	64
"YDR025W_mRNA"	609	41	468	100	22
"YDR026C_mRNA"	1983	97	1710	176	64
"YDR027C_mRNA"	2866	123	2667	76	7
"YDR028C_mRNA"	3315	97	3042	176	16
"YDR029W_mRNA"	585	97	312	176	7
"YDR030C_mRNA"	1791	97	1518	176	19
"YDR031W_mRNA"	604	47	363	194	49
"YDR032C_mRNA"	882	132	594	156	40
"YDR033W_mRNA"	1813	368	960	485	94
"YDR034C_mRNA"	2598	152	2370	76	43
"YDR034C-A_mRNA"	447	97	174	176	19
"YDR034W-B_mRNA"	485	93	153	239	7
"YDR035W_mRNA"	1419	76	1110	233	55
"YDR036C_mRNA"	1696	73	1500	123	13
"YDR037W_mRNA"	2292	450	1773	69	16
"YDR038C_mRNA"	3546	97	3273	176	4
"YDR039C_mRNA"	3546	97	3273	176	4
"YDR040C_mRNA"	3546	97	3273	176	4
"YDR041W_mRNA"	808	35	609	164	64
"YDR042C_mRNA"	769	63	600	106	43
"YDR043C_mRNA"	966	97	693	176	31
"YDR044W_mRNA"	1376	252	984	140	16
"YDR045C_mRNA"	672	155	330	187	61
"YDR046C_mRNA"	1992	113	1812	67	46
"YDR047W_mRNA"	1359	97	1086	176	58
"YDR048C_mRNA"	585	97	312	176	19
"YDR049W_mRNA"	2027	26	1896	105	79
"YDR050C_mRNA"	883	59	744	80	7
"YDR051C_mRNA"	1093	46	1002	45	25
"YDR052C_mRNA"	2385	97	2112	176	31
"YDR053W_mRNA"	666	97	393	176	7
"YDR054C_mRNA"	1400	174	885	341	160
"YDR055W_mRNA"	1555	61	1332	162	37
"YDR056C_mRNA"	862	84	615	163	31
"YDR057W_mRNA"	1899	97	1626	176	25
"YDR058C_mRNA"	1146	33	978	135	19
"YDR059C_mRNA"	662	66	444	152	22
"YDR060W_mRNA"	3216	50	3075	91	19
"YDR061W_mRNA"	1790	55	1617	118	76
"YDR062W_mRNA"	2368	395	1683	290	19
"YDR063W_mRNA"	731	162	447	122	16
"YDR064W_mRNA"	643	80	453	110	10
"YDR065W_mRNA"	1368	97	1095	176	67
"YDR066C_mRNA"	784	89	588	107	10
"YDR067C_mRNA"	945	97	672	176	34
"YDR068W_mRNA"	1147	40	930	177	19
"YDR069C_mRNA"	3051	97	2778	176	10
"YDR070C_mRNA"	613	178	279	156	88
"YDR071C_mRNA"	714	63	573	78	34
"YDR072C_mRNA"	1770	126	1581	63	Inf
"YDR073W_mRNA"	841	84	507	250	121
"YDR074W_mRNA"	3029	100	2688	241	91
"YDR075W_mRNA"	1251	174	924	153	79
"YDR076W_mRNA"	1491	97	1218	176	4
"YDR077W_mRNA"	1420	73	1014	333	148
"YDR078C_mRNA"	942	97	669	176	46
"YDR079W_mRNA"	657	31	333	293	70
"YDR079C-A_mRNA"	496	71	216	209	46
"YDR080W_mRNA"	3249	97	2976	176	19
"YDR081C_mRNA"	3048	97	2775	176	7
"YDR082W_mRNA"	1755	97	1482	176	Inf
"YDR083W_mRNA"	1307	13	1176	118	88
"YDR084C_mRNA"	870	97	597	176	43
"YDR085C_mRNA"	2133	97	1860	176	19
"YDR086C_mRNA"	554	110	240	204	10
"YDR087C_mRNA"	937	29	834	74	28
"YDR088C_mRNA"	1419	97	1146	176	31
"YDR089W_mRNA"	2823	121	2607	95	Inf
"YDR090C_mRNA"	1203	97	930	176	10
"YDR091C_mRNA"	2234	72	1824	338	70
"YDR092W_mRNA"	771	91	459	221	37
"YDR093W_mRNA"	5109	97	4836	176	4
"YDR094W_mRNA"	606	97	333	176	19
"YDR095C_mRNA"	681	97	408	176	40
"YDR096W_mRNA"	2955	97	2682	176	124
"YDR097C_mRNA"	3999	97	3726	176	121
"YDR098C_mRNA"	1023	97	750	176	19
"YDR099W_mRNA"	1175	180	819	176	10
"YDR100W_mRNA"	664	46	429	189	7
"YDR101C_mRNA"	2052	97	1779	176	37
"YDR102C_mRNA"	603	97	330	176	7
"YDR103W_mRNA"	3024	97	2751	176	13
"YDR104C_mRNA"	4008	97	3735	176	55
"YDR105C_mRNA"	1755	253	1419	83	10
"YDR106W_mRNA"	1125	97	852	176	91
"YDR107C_mRNA"	2289	97	2016	176	22
"YDR108W_mRNA"	2367	97	2094	176	25
"YDR109C_mRNA"	2418	97	2145	176	25
"YDR110W_mRNA"	1971	97	1698	176	4
"YDR111C_mRNA"	1794	97	1521	176	19
"YDR112W_mRNA"	579	97	306	176	91
"YDR113C_mRNA"	1392	97	1119	176	106
